Time,8564Left,8564Right,8565Left,8565Right,8566Left,8566Right,8568Left,8568Right,8569Left,8569Right,8570Left,8570Right,8571Left,8571Right,8575Left,8575Right,8576Left,8576Right,8577Left,8577Right,8578Left,8578Right,8579Left,8579Right,8580Left,8580Right,8584Left,8584Right,8587Left,8587Right,8588Left,8588Right,8589Left,8589Right,8590Left,8590Right,8591Left,8591Right,8592Left,8592Right,8593Left,8593Right,8594Left,8594Right,8595Left,8595Right,8596Left,8596Right,8597Left,8597Right,8599Left,8599Right,8603Left,8603Right,8604Left,8604Right,8605Left,8605Right,8606Left,8606Right,8607Left,8607Right,8608Left,8608Right,8609Left,8609Right,8610Left,8610Right,8611Left,8611Right,8612Left,8612Right,8613Left,8613Right,8614Left,8614Right,8615Left,8615Right,8616Left,8616Right,8617Left,8617Right,8618Left,8618Right,8619Left,8619Right,8621Left,8621Right,8622Left,8622Right,8623Left,8623Right,8624Left,8624Right,8625Left,8625Right,8627Left,8627Right,8628Left,8628Right,8629Left,8629Right,8630Left,8630Right,8631Left,8631Right,8632Left,8632Right,8633Left,8633Right,8634Left,8634Right,8635Left,8635Right,8636Left,8636Right,8637Left,8637Right,8638Left,8638Right,8639Left,8639Right,8640Left,8640Right,8641Left,8641Right,8643Left,8643Right,8644Left,8644Right,8645Left,8645Right,8648Left,8648Right,8649Left,8649Right,8650Left,8650Right,8651Left,8651Right,8652Left,8652Right,8653Left,8653Right,8654Left,8654Right,8656Left,8656Right,8657Left,8657Right,8658Left,8658Right
37300,2,-2,1,-2,1,-2,2,2,1,1,2,1,1,1,2,0,2,0,2,0,2,-1,1,-2,1,-2,1,1,1,1,2,1,2,1,2,0,2,0,2,1,2,0,1,-2,1,-1,2,-1,2,-2,1,2,1,2,2,1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,1,2,1,2,0,2,0,1,1,1,1,1,1,2,-1,2,-2,1,-2,1,-2,2,-2,1,-1,1,2,1,2,2,1,2,1,2,0,2,0,1,1,1,1,1,1,2,-2,1,-1,2,-1,2,-1,2,0,2,-2,1,-1,1,2,1,2,1,1,2,-1,1,-2,1,-1,2,2,1,1,2,1,2,1,1,1,2,1,1,0
37400,2,-1,1,-2,1,-2,2,2,1,1,2,1,1,1,2,0,2,0,2,0,2,-1,1,-2,2,-2,1,1,1,1,2,1,2,1,2,0,2,0,2,1,2,0,1,-2,2,-1,2,-1,2,-1,1,2,1,2,2,1,2,-1,2,-1,2,-1,1,2,1,1,1,1,2,1,2,1,2,0,2,0,1,1,1,1,1,2,2,-1,2,-1,1,-2,1,-2,2,-2,1,-1,0,2,1,2,2,1,2,1,2,0,2,0,1,1,1,1,1,1,2,-2,1,-1,2,-1,2,-1,2,0,2,-2,2,-1,1,2,1,2,1,1,2,-1,1,-2,1,-1,2,2,1,1,2,1,1,1,1,1,2,1,1,0
37500,2,-1,1,-2,1,-2,1,2,1,1,2,1,1,1,2,1,2,0,2,0,3,-1,1,-2,2,-2,1,1,1,1,2,1,2,1,2,0,2,1,2,1,2,0,1,-2,2,-1,2,-1,2,-1,1,2,1,2,1,1,2,-1,2,-1,2,-1,1,2,1,1,1,1,2,1,2,1,2,0,2,0,1,1,1,1,1,2,2,-1,2,-1,2,-2,1,-2,2,-2,1,-1,0,2,1,2,2,1,2,1,2,0,2,0,1,1,1,1,1,1,2,-2,1,-1,2,-1,2,-1,2,0,2,-2,2,-1,1,2,1,2,1,1,2,-1,1,-2,2,-1,2,2,1,1,2,1,1,1,1,1,2,1,1,0
37600,2,-1,1,-2,1,-2,1,2,1,1,2,1,1,1,2,1,2,0,2,0,3,-1,2,-2,2,-2,1,1,1,1,2,1,2,1,2,0,2,1,2,1,2,0,2,-2,2,-1,2,-1,2,-1,1,2,1,2,1,1,2,-1,2,-1,2,-1,1,2,1,1,1,1,1,1,2,1,2,0,2,0,1,1,1,1,1,2,2,-1,2,-1,2,-2,1,-2,2,-2,1,-1,0,2,1,2,2,1,2,1,2,0,2,0,1,2,1,1,1,1,2,-2,1,-1,2,-1,2,-1,2,0,2,-2,2,-1,1,2,1,2,1,1,2,-1,2,-2,2,-1,2,2,1,1,2,1,1,1,1,1,2,1,1,0
37700,2,-1,1,-2,1,-2,1,2,1,2,2,1,1,1,2,1,2,0,2,0,3,-1,2,-1,2,-2,1,1,1,1,2,1,2,1,2,0,2,1,2,1,2,0,2,-1,2,-1,2,-1,2,-1,1,2,1,2,1,1,2,-1,2,-1,2,-1,1,2,1,1,1,1,1,1,2,1,2,0,2,0,1,1,1,1,1,2,2,-1,2,-1,2,-1,1,-2,2,-2,1,-1,0,2,1,2,1,1,2,1,2,0,2,0,1,2,1,1,1,1,2,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,1,2,-1,2,-2,2,-1,2,2,1,1,2,1,1,1,1,1,1,1,1,0
37800,2,-1,1,-2,1,-2,1,2,1,2,2,1,1,1,2,1,2,0,2,0,3,-1,2,-1,2,-2,1,1,1,1,2,2,2,1,2,0,2,1,2,1,2,0,2,-1,2,-1,2,-1,2,-1,1,2,1,2,1,1,2,-1,2,-1,2,-1,1,2,1,1,1,1,1,1,2,1,2,0,2,0,1,1,1,1,1,2,2,-1,2,-1,2,-1,1,-1,2,-2,1,-1,0,2,1,2,1,1,2,1,2,0,2,0,1,2,1,1,1,1,2,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,1,2,-1,2,-2,2,-1,2,2,1,1,2,1,1,1,1,1,1,1,1,0
37900,2,-1,2,-2,1,-2,1,2,1,2,2,1,1,1,2,1,2,0,2,0,3,-1,2,-1,2,-2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,0,2,-1,2,-1,2,-1,2,-1,1,2,1,2,1,1,2,-1,2,-1,2,-1,1,2,1,1,1,1,1,1,2,1,2,0,2,0,1,1,1,1,1,2,2,-1,2,-1,2,-1,1,-1,2,-2,1,-1,0,2,1,2,1,1,2,1,2,0,2,0,1,2,1,1,1,1,2,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,1,2,-1,2,-2,2,-1,1,2,1,1,2,1,1,1,1,1,1,1,1,0
38000,2,-1,2,-2,1,-2,1,2,1,2,2,1,1,1,2,1,2,0,2,0,3,-1,2,-1,2,-2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,2,0,2,-1,2,-1,2,-1,2,-1,0,2,1,2,1,1,2,-1,2,0,2,-1,1,2,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,2,2,-1,2,-1,2,-1,1,-1,2,-2,1,-1,0,2,1,2,1,1,2,1,2,0,2,0,1,2,1,1,1,2,3,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,1,2,-1,2,-2,2,-1,1,2,1,1,2,1,1,1,1,1,1,1,1,0
38100,2,-1,2,-2,2,-2,1,2,1,2,2,1,1,1,2,1,2,0,2,0,3,-1,2,-1,2,-2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,0,2,-1,2,-1,2,-1,2,-1,0,2,1,2,1,1,2,-1,2,0,2,-1,1,2,1,1,1,1,1,1,1,1,2,0,2,0,0,1,1,1,0,2,2,-1,2,-1,2,-1,1,-1,2,-2,1,-1,0,2,1,2,1,1,2,1,2,0,2,0,1,2,1,1,1,2,3,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,2,2,-1,2,-2,2,-1,1,2,0,1,2,1,1,2,1,2,1,1,1,1
38200,2,-1,2,-2,2,-1,1,2,1,2,2,1,1,1,2,1,2,0,2,0,3,-1,2,-1,2,-2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,0,2,-1,2,-1,2,-1,3,-1,0,2,1,2,1,1,2,-1,2,0,2,-1,1,2,1,2,1,1,1,1,1,1,2,0,2,0,0,1,1,1,0,2,2,-1,2,-1,2,-1,1,-1,2,-2,1,-1,0,2,1,2,1,1,2,1,2,0,2,0,1,2,1,1,1,2,3,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,2,2,-1,2,-2,2,-1,1,2,0,1,2,1,1,2,1,2,1,1,1,1
38300,2,-1,2,-2,2,-1,1,2,1,2,2,1,1,1,2,1,2,0,2,0,3,-1,2,-1,2,-2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,0,2,-1,2,-1,2,-1,3,-1,0,2,1,2,1,1,2,-1,2,0,2,-1,1,2,1,2,1,1,1,1,1,1,2,0,2,0,0,1,1,1,0,2,2,-1,2,-1,2,-1,1,-1,2,-2,1,-1,0,2,1,2,1,1,2,1,2,0,2,0,1,2,1,1,1,2,3,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,2,2,-1,2,-2,2,-1,1,2,0,2,2,1,1,2,1,2,1,1,1,1
38400,2,-1,2,-2,2,-1,1,2,1,2,2,1,1,1,2,1,2,0,2,0,3,-1,2,-1,2,-2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,0,2,-1,2,-1,2,-1,3,-1,0,2,1,2,1,1,2,-1,2,0,2,-1,1,2,1,2,1,1,1,1,1,1,2,0,2,0,0,1,1,1,0,2,2,-1,2,-1,2,-1,1,-1,2,-2,2,-1,0,2,1,2,1,1,2,1,2,0,2,0,1,2,1,1,1,2,3,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,2,2,-1,2,-2,2,-1,1,2,0,2,2,1,1,2,1,2,1,1,1,1
38500,2,-1,2,-2,2,-1,1,2,1,2,2,1,1,1,2,1,2,0,2,0,3,-1,2,-1,2,-1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,0,2,-1,2,-1,2,-1,3,-1,0,2,1,2,1,1,2,-1,2,0,2,-1,1,2,1,2,1,1,1,1,1,1,2,0,2,1,0,1,0,1,0,2,2,0,2,-1,2,-1,1,-1,2,-1,2,-1,0,2,1,2,1,1,1,1,2,0,2,0,1,2,1,1,1,2,3,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,2,2,-1,2,-2,2,-1,1,2,0,2,2,1,1,2,1,2,1,1,1,1
38600,2,-1,2,-1,2,-1,1,2,1,2,1,1,1,1,2,1,2,0,2,1,3,0,2,-1,2,-1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,0,2,-1,2,-1,2,-1,3,-1,0,2,1,2,1,1,2,-1,2,0,2,-1,1,2,1,2,1,1,1,1,1,1,2,0,2,1,0,1,0,1,0,2,2,0,2,-1,2,-1,1,-1,2,-1,2,-1,0,2,1,2,1,1,1,1,1,0,2,0,1,2,1,1,1,2,3,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,2,2,0,2,-2,2,-1,1,2,0,2,1,1,1,2,1,2,1,1,1,1
38700,2,-1,2,-1,2,-1,1,2,1,2,1,1,1,1,2,1,2,0,2,1,3,0,2,-1,2,-1,0,1,1,2,1,2,1,2,2,1,2,1,1,1,2,0,2,-1,2,-1,2,-1,3,-1,0,2,1,2,1,2,2,-1,2,0,2,-1,1,2,1,2,1,1,1,2,1,2,2,0,1,1,0,1,0,1,0,2,2,0,2,-1,2,-1,1,-1,2,-1,2,-1,0,2,1,2,1,1,1,1,1,0,2,0,1,2,1,2,1,2,3,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,2,2,0,2,-2,2,-1,1,2,0,2,1,1,1,2,1,2,1,1,1,1
38800,2,-1,2,-1,2,-1,1,2,1,2,1,1,1,1,2,1,2,0,2,1,3,0,2,-1,2,-1,0,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,-1,2,-1,2,-1,3,-1,0,2,1,2,1,2,2,-1,2,0,2,-1,1,2,1,2,1,1,1,2,1,2,2,0,1,1,0,1,0,1,0,2,2,0,2,-1,2,-1,1,-1,2,-1,2,-1,0,2,1,2,1,1,1,1,1,1,2,0,1,2,1,2,1,2,3,-1,1,-1,2,-1,2,-1,2,0,2,-1,2,-1,1,2,1,2,1,2,2,0,2,-2,2,-1,1,2,0,2,1,1,1,2,1,2,1,2,1,1
38900,2,-1,2,-1,2,-1,1,2,1,2,1,1,1,1,2,1,2,0,2,1,3,0,2,-1,2,-1,0,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,-1,2,-1,2,-1,3,-1,0,2,1,2,1,2,2,-1,2,0,2,-1,1,2,1,2,1,1,1,2,1,2,2,0,1,1,0,1,0,1,0,2,2,0,2,-1,2,-1,1,-1,2,-1,2,-1,0,2,1,2,1,1,1,1,1,1,2,0,1,2,1,2,1,2,3,-1,1,-1,2,-1,2,0,2,0,2,-1,2,-1,1,2,1,2,1,2,2,0,2,-1,2,-1,1,2,0,2,1,1,1,2,1,2,1,2,1,1
39000,2,-1,2,-1,2,-1,1,2,1,2,1,1,1,1,2,1,2,0,2,1,3,0,2,-1,2,-1,0,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,-1,2,-1,2,0,3,-1,0,2,1,2,1,2,2,-1,2,0,2,-1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,0,1,0,1,0,2,2,0,2,-1,2,-1,1,-1,2,-1,2,-1,0,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,3,-1,1,-1,2,-1,2,0,2,0,2,-1,2,-1,1,2,0,2,1,2,2,0,2,-1,2,-1,1,2,0,2,1,1,1,2,1,2,1,2,1,1
39100,2,-1,2,-1,2,-1,1,2,1,2,1,1,1,1,2,1,2,0,2,1,3,0,2,-1,2,-1,0,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,-1,2,-1,2,0,3,-1,0,2,1,2,1,2,2,-1,2,0,2,-1,1,2,1,2,0,1,1,2,1,2,2,1,1,1,0,1,0,1,0,2,2,0,3,-1,2,-1,1,-1,2,-1,2,-1,0,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,3,-1,1,0,2,-1,2,0,2,0,2,-1,2,-1,0,2,0,2,1,2,2,0,2,-1,2,-1,1,2,0,2,1,1,1,2,1,2,1,2,1,1
39200,2,-1,2,-1,2,-1,1,2,1,2,1,2,1,1,2,1,2,0,2,1,3,0,2,-1,2,-1,0,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,-1,2,-1,2,0,3,-1,0,2,1,2,1,2,2,-1,2,0,2,-1,1,2,1,2,0,1,1,2,1,2,1,1,1,1,0,2,0,1,0,2,2,0,3,-1,2,-1,1,-1,2,-1,2,-1,0,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,-1,1,0,2,-1,2,0,2,0,2,-1,2,-1,0,2,0,2,1,2,2,0,2,-1,2,-1,1,2,0,2,1,2,1,2,1,2,1,2,1,1
39300,2,-1,2,-1,2,-1,1,2,1,2,1,2,1,2,2,1,2,0,2,1,3,0,2,-1,3,-1,0,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,-1,2,-1,2,0,3,-1,0,2,1,2,1,2,2,-1,2,0,2,-1,1,2,1,2,0,2,1,2,1,2,1,1,1,1,0,2,0,1,0,2,2,0,3,0,2,-1,1,-1,2,-1,2,-1,0,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,3,-1,1,0,2,-1,2,0,1,0,2,-1,2,-1,0,2,0,2,1,2,2,0,2,-1,2,-1,1,2,0,2,1,2,1,2,1,2,1,2,1,1
39400,2,-1,2,-1,2,-1,1,2,0,2,1,2,1,2,2,2,2,0,2,1,3,0,2,-1,3,-1,0,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,-1,2,-1,2,0,3,0,0,2,0,2,1,2,2,0,2,0,2,0,1,2,1,2,0,2,1,2,1,2,1,1,1,1,0,2,0,1,0,2,2,0,3,0,2,-1,1,-1,2,-1,2,-1,0,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,3,-1,1,0,2,-1,2,0,1,0,2,-1,2,-1,0,2,0,2,1,2,2,0,2,-1,2,0,1,2,0,2,1,2,1,2,1,2,1,2,1,1
39500,2,-1,2,-1,2,-1,1,2,0,2,1,2,1,2,2,2,2,1,2,1,3,0,2,-1,3,-1,0,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,-1,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,0,2,0,1,2,0,2,0,2,1,2,1,2,1,1,1,1,0,2,0,1,0,2,2,0,3,0,2,-1,1,-1,2,-1,2,0,0,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,3,-1,1,0,2,-1,2,0,1,1,2,-1,2,0,0,2,0,2,1,2,2,0,2,-1,2,0,1,2,0,2,1,2,1,2,1,2,1,2,1,1
39600,2,-1,2,-1,2,-1,1,2,0,2,1,2,1,2,2,2,2,1,2,1,3,0,2,-1,3,-1,0,1,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,-1,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,0,2,0,1,2,0,2,0,2,1,2,1,2,1,1,1,1,0,2,0,1,0,2,2,0,2,0,2,-1,1,-1,2,-1,2,0,0,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,3,0,1,0,2,0,2,0,1,1,2,0,2,0,0,2,0,2,1,2,2,0,2,-1,2,0,1,2,0,2,1,2,1,2,1,2,1,2,1,1
39700,2,-1,2,-1,2,-1,1,2,0,2,1,2,1,2,2,2,2,1,2,1,3,0,2,0,3,-1,0,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,0,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,0,2,0,1,2,0,2,0,2,1,2,1,2,1,1,1,1,0,2,0,1,0,2,2,0,2,0,2,-1,1,-1,2,-1,2,0,0,2,0,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,3,0,1,0,2,0,2,0,1,1,2,0,2,0,0,2,0,2,1,2,2,0,2,-1,2,0,1,2,0,2,1,2,1,2,1,2,1,2,1,1
39800,2,0,2,-1,2,-1,1,2,0,2,1,2,1,2,1,2,2,1,2,1,2,0,2,0,3,-1,0,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,0,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,1,2,0,1,2,0,2,0,2,1,2,1,2,1,1,1,1,0,2,0,1,0,2,2,0,2,0,2,-1,1,-1,2,-1,2,0,-1,2,0,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,3,0,1,0,2,0,2,0,1,1,2,0,2,0,0,2,0,2,1,2,2,0,2,-1,2,0,1,2,0,2,1,2,0,2,1,2,1,2,1,1
39900,2,0,2,-1,2,-1,1,2,0,2,1,2,1,2,1,2,2,1,2,1,2,0,2,0,3,-1,0,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,0,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,1,2,0,1,2,0,2,0,2,1,2,0,2,1,1,1,1,0,2,0,1,0,2,2,0,2,0,2,-1,1,-1,2,-1,2,0,-1,2,0,2,1,2,1,2,1,1,2,1,0,2,1,2,1,2,3,0,2,0,2,0,2,0,1,1,2,0,2,0,0,2,0,2,1,2,2,0,2,-1,2,0,1,2,0,2,1,2,0,2,1,2,1,2,1,1
40000,2,0,2,-1,2,-1,1,2,0,2,1,2,0,2,1,2,2,1,2,1,2,1,2,0,3,-1,0,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,0,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,1,2,0,1,2,0,2,0,2,1,2,0,2,1,1,1,1,0,2,0,1,0,2,2,0,2,0,2,-1,1,-1,2,-1,2,0,-1,2,0,2,0,2,1,2,1,1,2,1,0,2,1,2,1,2,3,0,2,0,2,0,2,0,1,1,2,0,2,0,0,2,0,2,1,2,2,0,2,-1,2,0,1,2,0,2,1,2,0,2,1,2,1,2,1,1
40100,2,0,2,-1,2,-1,1,2,0,2,1,2,0,2,1,2,2,1,2,1,2,1,2,0,3,-1,0,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,0,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,1,2,0,0,2,0,2,0,2,1,2,0,2,1,1,1,1,0,2,0,1,0,2,2,0,2,0,2,0,1,-1,2,-1,2,0,-1,2,0,2,0,2,1,2,1,1,2,1,0,2,1,2,1,2,3,0,2,0,2,0,2,0,1,1,2,0,2,0,0,2,0,2,1,2,2,1,2,-1,2,0,1,2,0,2,1,2,0,2,1,2,1,2,1,1
40200,2,0,2,-1,2,-1,1,2,0,2,1,2,0,2,1,2,2,1,2,1,2,1,2,0,3,-1,0,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,0,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,1,2,0,0,2,0,2,0,2,1,2,0,2,1,1,1,1,0,2,0,1,0,2,2,1,2,0,2,0,1,0,2,-1,2,0,-1,2,0,2,0,2,1,2,1,1,2,1,0,2,1,2,1,2,3,0,2,0,2,0,2,0,1,1,2,0,2,0,0,2,0,2,1,2,2,1,2,-1,2,0,1,2,0,2,1,2,0,2,1,2,1,2,1,1
40300,2,0,2,-1,2,-1,1,2,0,2,1,2,0,2,1,2,2,1,2,1,2,1,2,0,3,-1,0,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,0,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,1,2,0,0,2,0,2,0,2,1,2,0,2,1,1,1,1,0,2,0,1,0,2,2,1,2,0,2,0,1,0,2,-1,2,0,-1,2,0,2,0,2,1,2,1,1,2,1,0,2,1,2,1,2,3,0,2,0,2,0,2,0,1,1,2,0,2,0,0,2,0,2,1,2,2,1,2,-1,2,0,1,2,0,2,1,2,0,2,0,2,1,2,1,1
40400,2,0,2,-1,2,0,1,2,0,2,1,2,0,2,1,2,2,1,2,1,2,1,2,0,3,-1,0,2,0,2,1,2,1,2,1,2,1,2,1,2,2,1,2,0,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,1,2,0,0,2,0,2,0,2,1,2,0,2,1,1,1,2,0,2,0,1,0,2,2,1,2,0,2,0,1,0,2,0,2,0,-1,2,0,2,0,2,1,2,1,1,2,1,0,2,1,2,1,2,3,0,2,0,2,0,2,0,1,1,2,0,2,0,0,2,0,2,1,2,2,1,2,-1,2,0,1,2,0,2,0,2,0,2,0,2,1,2,1,1
40500,2,0,2,0,2,0,1,2,0,2,1,2,0,2,1,2,2,1,2,1,2,1,2,0,3,0,0,2,0,2,1,2,1,2,1,2,1,2,1,2,2,1,2,0,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,1,2,0,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,2,0,1,0,2,2,1,2,0,2,0,1,0,2,0,2,0,-1,2,0,2,0,2,1,2,1,1,2,1,0,2,1,2,1,2,2,0,2,1,2,0,1,0,1,1,2,0,2,0,0,2,0,2,1,2,2,1,2,-1,2,0,1,2,0,2,0,2,0,2,0,2,0,2,1,1
40600,2,0,2,0,2,0,0,2,0,2,1,2,0,2,1,2,2,1,2,1,2,1,2,0,3,0,0,2,0,2,1,2,1,2,1,2,1,2,1,2,2,1,2,0,2,0,2,0,3,0,0,2,0,2,1,2,2,0,2,1,2,0,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,2,0,2,0,2,2,1,2,0,2,0,1,0,2,0,2,0,-1,2,0,2,0,2,1,2,1,1,1,1,0,2,1,2,1,2,2,0,2,1,2,0,1,0,1,1,2,0,2,0,0,2,0,2,1,2,2,1,2,-1,2,0,1,2,0,2,0,2,0,2,0,2,0,2,1,1
40700,2,0,2,0,2,0,0,2,0,2,1,2,0,2,1,2,2,1,2,1,2,1,2,0,3,0,0,2,0,2,1,2,1,2,1,2,1,2,1,2,2,1,2,0,2,0,2,0,3,1,0,2,0,2,1,2,2,0,2,1,2,0,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,2,0,2,0,2,2,1,2,0,2,0,1,0,2,0,2,0,-1,2,0,2,0,2,1,2,1,1,1,1,0,2,1,2,0,2,2,0,2,1,2,0,1,1,1,1,2,0,2,0,0,2,0,2,1,2,2,1,2,-1,2,0,1,2,0,2,0,2,0,2,0,2,0,2,0,1
40800,2,0,2,0,2,0,0,2,0,2,0,2,0,2,1,2,2,1,2,1,2,1,2,0,3,0,0,2,0,2,1,2,1,2,1,2,1,2,1,2,2,1,2,0,2,0,2,0,3,1,0,2,0,2,0,2,2,0,2,1,2,0,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,2,0,2,0,2,2,1,2,0,2,0,1,0,2,0,2,0,-1,2,0,2,0,2,1,2,1,1,1,2,0,2,1,2,0,2,2,0,2,1,2,0,1,1,1,1,2,0,2,0,0,2,0,2,1,2,2,1,2,-1,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0,1
40900,2,0,2,0,2,0,0,2,0,2,0,2,0,2,1,2,2,1,2,1,2,2,2,0,3,0,0,2,0,2,0,2,1,2,1,2,1,2,1,2,1,1,2,0,2,1,2,1,3,1,0,2,0,2,0,2,2,0,2,1,2,0,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,1,-1,2,0,2,2,1,2,0,2,0,1,0,2,0,2,0,-1,2,0,2,0,2,1,2,1,1,1,2,0,2,1,2,0,2,2,0,2,1,2,0,1,1,1,1,2,0,2,0,0,2,0,2,1,2,2,1,2,-1,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0,1
41000,2,0,2,0,2,0,0,2,0,2,0,2,0,2,1,2,2,1,2,2,2,2,2,0,3,0,0,2,0,2,0,2,1,2,1,2,1,2,1,2,1,1,2,0,2,1,2,1,3,1,0,2,0,2,0,2,2,0,1,1,2,0,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,1,-1,2,0,2,2,1,2,0,2,0,1,0,2,0,2,0,-1,2,0,2,0,2,1,2,1,1,1,2,0,2,1,2,0,2,2,0,2,1,2,0,1,1,1,1,2,0,2,0,0,2,0,2,1,2,2,1,2,-1,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0,1
41100,2,0,2,0,2,0,0,2,0,2,0,2,0,2,1,2,2,1,2,2,2,2,2,0,3,0,0,2,0,2,0,2,1,2,1,2,1,2,1,2,1,2,2,0,2,1,2,1,2,1,0,2,0,2,0,2,2,0,1,1,2,0,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,1,-1,2,0,2,1,1,2,0,2,0,1,0,2,0,2,0,-1,2,0,2,0,2,1,2,1,1,1,2,0,2,1,2,0,2,2,1,2,1,2,0,1,1,1,1,2,0,2,0,0,2,0,2,0,2,2,1,2,-1,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0,1
41200,2,0,2,0,2,0,0,2,0,2,0,2,0,2,1,2,2,1,2,2,2,2,2,0,3,0,0,2,0,2,0,2,0,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,0,2,0,2,0,2,2,1,1,1,2,0,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,1,-1,2,0,2,1,1,2,1,2,0,1,0,2,0,2,0,-1,2,0,2,0,2,1,2,1,1,1,2,0,2,1,2,0,2,2,1,2,1,2,0,1,1,1,1,2,0,2,0,0,2,0,2,0,2,2,1,2,0,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0,1
